# Stability boundary coordinates (det = 0)
# Columns: C11   C22   C12   x   y
  1.07296743   0.94666461  -0.12546030   0.03249913  -0.06342602
  1.07602736   0.94360468  -0.12387270   0.03383651  -0.06330365
  1.07904740   0.94058463  -0.12221049   0.03483702  -0.06322408
  1.08548341   0.93705881  -0.13100302   0.03573950  -0.06308904
  1.08548341   0.93705881  -0.13100302   0.03650521  -0.06303047
  1.08867603   0.93386619  -0.12914231   0.03767579  -0.06285826
  1.08867603   0.93386619  -0.12914231   0.03819071  -0.06282050
  1.09182203   0.93072019  -0.12720380   0.03964761  -0.06261041
  1.09491950   0.92762272  -0.12518867   0.04137268  -0.06238482
  1.09491950   0.92762272  -0.12518867   0.04166251  -0.06235235
  1.09796659   0.92457562  -0.12309813   0.04334277  -0.06219166
  1.09796659   0.92457562  -0.12309813   0.04375126  -0.06212201
  1.10096146   0.92158076  -0.12093344   0.04509369  -0.06199925
  1.10096146   0.92158076  -0.12093344   0.04588455  -0.06186815
  1.10854640   0.91710826  -0.12906223   0.04686834  -0.06178238
  1.11168492   0.91396974  -0.12667430   0.04806538  -0.06159009
  1.11476389   0.91089077  -0.12421006   0.04997800  -0.06131846
  1.11476389   0.91089077  -0.12421006   0.05029723  -0.06128735
  1.11476389   0.91089077  -0.12421006   0.05049148  -0.06127212
  1.11476389   0.91089077  -0.12421006   0.05130785  -0.06115022
  1.11778146   0.90787321  -0.12167100   0.05260999  -0.06098960
  1.12073580   0.90491886  -0.11905865   0.05419948  -0.06082774
  1.12073580   0.90491886  -0.11905865   0.05500295  -0.06068640
  1.13227216   0.89669751  -0.12371590   0.05643828  -0.06046690
  1.13227216   0.89669751  -0.12371590   0.05745932  -0.06035141
  1.13527283   0.89369684  -0.12078799   0.05992396  -0.05999466
  1.13527283   0.89369684  -0.12078799   0.05997095  -0.05998903
  1.13527283   0.89369684  -0.12078799   0.05998609  -0.05998608
  1.13527283   0.89369684  -0.12078799   0.06001560  -0.05998112
  1.13820073   0.89076893  -0.11778733   0.06263805  -0.05963638
  1.14731337   0.88517420  -0.12478862   0.06395266  -0.05949680
  1.15033636   0.88215121  -0.12153443   0.06536999  -0.05924790
  1.15327858   0.87920900  -0.11820702   0.06772524  -0.05889893
  1.15327858   0.87920900  -0.11820702   0.06806673  -0.05885529
  1.15327858   0.87920900  -0.11820702   0.06819906  -0.05882891
  1.15327858   0.87920900  -0.11820702   0.06850491  -0.05877731
  1.15613825   0.87634932  -0.11480842   0.07116757  -0.05840571
  1.16586163   0.87034710  -0.12126125   0.07230340  -0.05827901
  1.16879303   0.86741570  -0.11759859   0.07424102  -0.05793826
  1.16879303   0.86741570  -0.11759859   0.07447659  -0.05791388
  1.16879303   0.86741570  -0.11759859   0.07500692  -0.05782690
  1.17163366   0.86457508  -0.11386508   0.07668095  -0.05760829
  1.17163366   0.86457508  -0.11386508   0.07746789  -0.05745410
  1.18467601   0.85545750  -0.11593092   0.07976254  -0.05708120
  1.18467601   0.85545750  -0.11593092   0.08083370  -0.05692951
  1.18467601   0.85545750  -0.11593092   0.08119892  -0.05688714
  1.18467601   0.85545750  -0.11593092   0.08191637  -0.05676388
  1.18747152   0.85266199  -0.11185629   0.08350814  -0.05653768
  1.18747152   0.85266199  -0.11185629   0.08435163  -0.05636196
  1.19802598   0.84623633  -0.11752916   0.08584630  -0.05615584
  1.20085731   0.84340499  -0.11317709   0.08801916  -0.05573752
  1.20085731   0.84340499  -0.11317709   0.08858268  -0.05564848
  1.20358099   0.84068132  -0.10875685   0.09063989  -0.05533352
  1.21452393   0.83407160  -0.11401717   0.09188727  -0.05507511
  1.21726476   0.83133077  -0.10931445   0.09500923  -0.05454365
  1.21726476   0.83133077  -0.10931445   0.09558936  -0.05444660
  1.21726476   0.83133077  -0.10931445   0.09596537  -0.05436371
  1.21726476   0.83133077  -0.10931445   0.09804134  -0.05398759
  1.23120182   0.82193179  -0.10937969   0.10028104  -0.05360133
  1.23120182   0.82193179  -0.10937969   0.10069290  -0.05354429
  1.23120182   0.82193179  -0.10937969   0.10125102  -0.05344321
  1.24537626   0.81250075  -0.10894561   0.10485638  -0.05278027
  1.24537626   0.81250075  -0.10894561   0.10595404  -0.05261754
  1.24798473   0.80989228  -0.10360115   0.10732838  -0.05235791
  1.24798473   0.80989228  -0.10360115   0.10972181  -0.05189455
  1.26235374   0.80047245  -0.10236895   0.11328598  -0.05126354
  1.26235374   0.80047245  -0.10236895   0.11491057  -0.05093635
  1.27437246   0.79360921  -0.10655385   0.11695729  -0.05060261
  1.27691503   0.79106664  -0.10062250   0.11913226  -0.05017039
  1.27691503   0.79106664  -0.10062250   0.11981038  -0.05004281
  1.27691503   0.79106664  -0.10062250   0.12045882  -0.04989568
  1.29165189   0.78169206  -0.09835661   0.12487846  -0.04908282
  1.29165189   0.78169206  -0.09835661   0.12562758  -0.04893869
  1.29165189   0.78169206  -0.09835661   0.12640781  -0.04876087
  1.30654744   0.77236611  -0.09556657   0.13053778  -0.04799920
  1.30654744   0.77236611  -0.09556657   0.13280709  -0.04751914
  1.31923665   0.76545440  -0.09907323   0.13463848  -0.04720507
  1.31923665   0.76545440  -0.09907323   0.13612455  -0.04691230
  1.33448911   0.75618791  -0.09552246   0.13971933  -0.04615703
  1.33448911   0.75618791  -0.09552246   0.14083395  -0.04596722
  1.33448911   0.75618791  -0.09552246   0.14165326  -0.04581007
  1.33674627   0.75393076  -0.08839758   0.14398416  -0.04536153
  1.34986179   0.74701028  -0.09143650   0.14713539  -0.04468086
  1.34986179   0.74701028  -0.09143650   0.14717335  -0.04467266
  1.34986179   0.74701028  -0.09143650   0.14722491  -0.04466019
  1.36311230   0.74016450  -0.09448457   0.15039040  -0.04406480
  1.36533726   0.73793954  -0.08681217   0.15252181  -0.04362332
  1.37879608   0.73109578  -0.08962141   0.15535199  -0.04299168
  1.37879608   0.73109578  -0.08962141   0.15788389  -0.04251823
  1.39456076   0.72215715  -0.08421417   0.16160636  -0.04172619
  1.39456076   0.72215715  -0.08421417   0.16320880  -0.04139162
  1.39456076   0.72215715  -0.08421417   0.16425645  -0.04114410
  1.40836302   0.71539262  -0.08679002   0.16697977  -0.04061907
  1.40836302   0.71539262  -0.08679002   0.16846529  -0.04031673
  1.42439201   0.70661373  -0.08059125   0.17335368  -0.03923324
  1.42439201   0.70661373  -0.08059125   0.17372176  -0.03915298
  1.42439201   0.70661373  -0.08059125   0.17382854  -0.03912779
  1.42439201   0.70661373  -0.08059125   0.17402528  -0.03907868
  1.43853787   0.69993108  -0.08292985   0.17729196  -0.03842484
  1.43853787   0.69993108  -0.08292985   0.17889339  -0.03809385
  1.45480600   0.69134000  -0.07593141   0.18340303  -0.03707549
  1.45480600   0.69134000  -0.07593141   0.18407565  -0.03692538
  1.45480600   0.69134000  -0.07593141   0.18430238  -0.03687044
  1.45480600   0.69134000  -0.07593141   0.18476983  -0.03675300
  1.46929564   0.68474203  -0.07802871   0.18918459  -0.03585278
  1.48577746   0.67636729  -0.07022299   0.19245753  -0.03511651
  1.48577746   0.67636729  -0.07022299   0.19429030  -0.03470611
  1.48577746   0.67636729  -0.07022299   0.19499894  -0.03453320
  1.48577746   0.67636729  -0.07022299   0.19665581  -0.03412302
  1.50061108   0.66985696  -0.07207476   0.19935777  -0.03357915
  1.51559476   0.66341361  -0.07393373   0.20224059  -0.03294189
  1.51728086   0.66172752  -0.06345467   0.20438764  -0.03247368
  1.51728086   0.66172752  -0.06345467   0.20589283  -0.03211111
  1.53245867   0.65530795  -0.06505651   0.20942345  -0.03126892
  1.53245867   0.65530795  -0.06505651   0.20992194  -0.03113898
  1.54778972   0.64895392  -0.06666485   0.21438892  -0.03019162
  1.56327556   0.64266478  -0.06827985   0.21695820  -0.02959314
  1.56481260   0.64112774  -0.05696283   0.21934670  -0.02905752
  1.58049127   0.63486636  -0.05831585   0.22407267  -0.02789382
  1.58049127   0.63486636  -0.05831585   0.22430581  -0.02783546
  1.58049127   0.63486636  -0.05831585   0.22474098  -0.02771916
  1.59632800   0.62866846  -0.05967471   0.22807609  -0.02682485
  1.59632800   0.62866846  -0.05967471   0.22919785  -0.02675316
  1.59632800   0.62866846  -0.05967471   0.23099400  -0.02634679
  1.61367329   0.62118451  -0.04887581   0.23408010  -0.02562253
  1.62986118   0.61508144  -0.04997354   0.23790690  -0.02468364
  1.62986118   0.61508144  -0.04997354   0.23895950  -0.02441673
  1.62986118   0.61508144  -0.04997354   0.24138061  -0.02377392
  1.64621205   0.60903988  -0.05107627   0.24381460  -0.02313194
  1.66272755   0.60305922  -0.05218411   0.24696476  -0.02222214
  1.66272755   0.60305922  -0.05218411   0.24861050  -0.02214957
  1.66384864   0.60193813  -0.03916561   0.25094738  -0.02155441
  1.68055433   0.59599387  -0.04000099   0.25341045  -0.02098389
  1.68055433   0.59599387  -0.04000099   0.25477849  -0.02060956
  1.69742807   0.59010921  -0.04084037   0.25820435  -0.01974970
  1.69742807   0.59010921  -0.04084037   0.25861301  -0.01962904
  1.69742807   0.59010921  -0.04084037   0.26018990  -0.01919276
  1.71447156   0.58428356  -0.04168384   0.26297939  -0.01827265
  1.71447156   0.58428356  -0.04168384   0.26380525  -0.01828693
  1.73168649   0.57851634  -0.04253147   0.26769760  -0.01723990
  1.73168649   0.57851634  -0.04253147   0.26977410  -0.01692391
  1.74996214   0.57191942  -0.02893676   0.27240148  -0.01623723
  1.76754267   0.56624982  -0.02950787   0.27585374  -0.01533721
  1.76754267   0.56624982  -0.02950787   0.27710799  -0.01498588
  1.78529996   0.56063684  -0.03008192   0.28127157  -0.01381799
  1.78529996   0.56063684  -0.03008192   0.28162760  -0.01357325
  1.78529996   0.56063684  -0.03008192   0.28180497  -0.01357207
  1.80323578   0.55507992  -0.03065898   0.28508304  -0.01192338
  1.80323578   0.55507992  -0.03065898   0.28646387  -0.01192547
  1.82135192   0.54957851  -0.03123911   0.28895650  -0.01092368
  1.82135192   0.54957851  -0.03123911   0.29108533  -0.01093775
  1.82192705   0.54900338  -0.01562426   0.29304806  -0.01027338
  1.84023607   0.54354620  -0.01591597   0.29568446  -0.01019431
  1.84023607   0.54354620  -0.01591597   0.29720692  -0.00973182
  1.85872911   0.53814337  -0.01620928   0.30028934  -0.00892789
  1.87740803   0.53279435  -0.01650421   0.30478521  -0.00763819
  1.87740803   0.53279435  -0.01650421   0.30488254  -0.00760747
  1.87740803   0.53279435  -0.01650421   0.30525306  -0.00749354
  1.89627469   0.52749861  -0.01680078   0.30819551  -0.00550922
  1.89627469   0.52749861  -0.01680078   0.30943959  -0.00548621
  1.91533098   0.52225562  -0.01709904   0.31190955  -0.00418962
  1.91533098   0.52225562  -0.01709904   0.31396986  -0.00416077
  1.91533098   0.52225562  -0.01709904   0.31605735  -0.00413203
  1.93479233   0.51685133   0.00000000   0.31848038  -0.00329196
  1.95423732   0.51170858   0.00000000   0.32109356  -0.00326354
  1.95423732   0.51170858   0.00000000   0.32297342  -0.00268080
  1.97387773   0.50661699   0.00000000   0.32645779  -0.00176921
  1.97387773   0.50661699   0.00000000   0.32745967  -0.00144412
  1.99371553   0.50157607   0.00000000   0.33188366  -0.00008857
  1.99371553   0.50157607   0.00000000   0.33193298  -0.00007153
  1.99371553   0.50157607   0.00000000   0.33215097   0.00000000
  1.99371553   0.50157607   0.00000000   0.33193298   0.00007153
  1.99371553   0.50157607   0.00000000   0.33188366   0.00008857
  1.97387773   0.50661699   0.00000000   0.32745967   0.00144412
  1.97387773   0.50661699   0.00000000   0.32645779   0.00176921
  1.95423732   0.51170858   0.00000000   0.32297342   0.00268080
  1.95423732   0.51170858   0.00000000   0.32109356   0.00326354
  1.93479233   0.51685133   0.00000000   0.31848038   0.00329196
  1.91533098   0.52225562   0.01709904   0.31605735   0.00413203
  1.91533098   0.52225562   0.01709904   0.31396986   0.00416077
  1.91533098   0.52225562   0.01709904   0.31190955   0.00418962
  1.89627469   0.52749861   0.01680078   0.30943959   0.00548621
  1.89627469   0.52749861   0.01680078   0.30819551   0.00550922
  1.87740803   0.53279435   0.01650421   0.30525306   0.00749354
  1.87740803   0.53279435   0.01650421   0.30488254   0.00760747
  1.87740803   0.53279435   0.01650421   0.30478521   0.00763819
  1.85872911   0.53814337   0.01620928   0.30028934   0.00892789
  1.84023607   0.54354620   0.01591597   0.29720692   0.00973182
  1.84023607   0.54354620   0.01591597   0.29568446   0.01019431
  1.82192705   0.54900338   0.01562426   0.29304806   0.01027338
  1.82135192   0.54957851   0.03123911   0.29108533   0.01093775
  1.82135192   0.54957851   0.03123911   0.28895650   0.01092368
  1.80323578   0.55507992   0.03065898   0.28646387   0.01192547
  1.80323578   0.55507992   0.03065898   0.28508304   0.01192338
  1.78529996   0.56063684   0.03008192   0.28180497   0.01357207
  1.78529996   0.56063684   0.03008192   0.28162760   0.01357325
  1.78529996   0.56063684   0.03008192   0.28127157   0.01381799
  1.76754267   0.56624982   0.02950787   0.27710799   0.01498588
  1.76754267   0.56624982   0.02950787   0.27585374   0.01533721
  1.74996214   0.57191942   0.02893676   0.27240148   0.01623723
  1.73168649   0.57851634   0.04253147   0.26977410   0.01692391
  1.73168649   0.57851634   0.04253147   0.26769760   0.01723990
  1.71447156   0.58428356   0.04168384   0.26380525   0.01828693
